2026-04-14 11:49:04.174,51,41,64,37,-13,4
2026-04-14 11:49:04.582,34,115,14,118,20,-3
2026-04-14 11:49:04.986,59,16,13,13,46,3
2026-04-14 11:49:05.461,76,58,64,64,12,-6
2026-04-14 11:49:05.858,43,121,18,121,25,0
2026-04-14 11:49:06.287,29,34,64,27,-35,7
2026-04-14 11:49:06.738,122,42,119,19,3,23
2026-04-14 11:49:07.096,6,58,11,29,-5,29
2026-04-14 11:49:07.467,97,116,118,121,-21,-5
2026-04-14 11:49:07.792,114,105,118,115,-4,-10
2026-04-14 11:49:08.536,59,9,14,13,45,-4
2026-04-14 11:49:09.275,120,27,118,19,2,8
2026-04-14 11:49:09.710,70,10,64,19,6,-9
2026-04-14 11:49:10.110,96,79,118,61,-22,18
2026-04-14 11:49:10.529,87,93,64,86,23,7
