2026-04-14 11:39:10.191,27,45,29,47,-2,-2
2026-04-14 11:39:11.967,44,24,44,22,0,2
2026-04-14 11:39:13.456,31,86,35,79,-4,7
2026-04-14 11:39:14.416,23,13,14,11,9,2
2026-04-14 11:39:15.369,6,72,14,79,-8,-7
2026-04-14 11:39:16.661,70,6,67,17,3,-11
2026-04-14 11:39:17.907,9,67,18,72,-9,-5
2026-04-14 11:39:19.109,87,85,79,84,8,1
2026-04-14 11:39:21.250,11,48,14,47,-3,1
2026-04-14 11:39:22.618,6,68,18,67,-12,1
2026-04-14 11:39:23.864,29,87,33,82,-4,5
2026-04-14 11:39:25.021,16,29,14,14,2,15
2026-04-14 11:39:26.306,47,77,51,67,-4,10
2026-04-14 11:39:27.991,30,78,33,67,-3,11
2026-04-14 11:39:30.054,61,6,52,13,9,-7
