2026-04-14 11:39:30.552,6,45,9,14,-3,31
2026-04-14 11:39:30.951,80,7,85,11,-5,-4
2026-04-14 11:39:31.468,32,11,9,11,23,0
2026-04-14 11:39:31.852,76,41,79,29,-3,12
2026-04-14 11:39:32.350,54,46,49,44,5,2
2026-04-14 11:39:32.717,51,24,13,13,38,11
2026-04-14 11:39:33.099,6,90,9,89,-3,1
2026-04-14 11:39:33.487,61,55,49,49,12,6
2026-04-14 11:39:33.898,22,15,9,9,13,6
2026-04-14 11:39:34.276,75,35,85,19,-10,16
2026-04-14 11:39:34.669,20,74,88,79,-68,-5
2026-04-14 11:39:35.124,44,26,14,19,30,7
2026-04-14 11:39:35.572,44,79,81,85,-37,-6
2026-04-14 11:39:35.944,65,6,11,9,54,-3
2026-04-14 11:39:36.343,17,6,14,14,3,-8
