2026-04-14 10:57:12.367,54,58,32,32,22,26
2026-04-14 10:57:12.907,55,55,32,32,23,23
2026-04-14 10:57:13.462,56,38,32,32,24,6
2026-04-14 10:57:14.032,50,16,32,32,18,-16
2026-04-14 10:57:14.648,28,13,32,32,-4,-19
2026-04-14 10:57:15.704,34,20,32,32,2,-12
2026-04-14 10:57:16.264,25,6,32,32,-7,-26
2026-04-14 10:57:16.849,50,6,32,32,18,-26
2026-04-14 10:57:17.369,37,58,32,32,5,26
2026-04-14 10:57:17.963,6,36,32,32,-26,4
2026-04-14 10:57:18.528,22,51,32,32,-10,19
2026-04-14 10:57:19.115,6,6,32,32,-26,-26
2026-04-14 10:57:20.710,45,22,32,32,13,-10
2026-04-14 10:57:21.280,27,6,32,32,-5,-26
2026-04-14 10:57:22.138,22,25,32,32,-10,-7
