2026-04-14 11:39:37.697,18,70,48,48,-30,22
2026-04-14 11:39:38.307,53,13,48,48,5,-35
2026-04-14 11:39:39.006,28,41,48,48,-20,-7
2026-04-14 11:39:39.537,65,49,48,48,17,1
2026-04-14 11:39:40.060,54,55,48,48,6,7
2026-04-14 11:39:40.616,23,37,48,48,-25,-11
2026-04-14 11:39:41.179,82,41,48,48,34,-7
2026-04-14 11:39:41.775,11,90,48,48,-37,42
2026-04-14 11:39:42.594,75,88,48,48,27,40
2026-04-14 11:39:43.154,79,74,48,48,31,26
2026-04-14 11:39:43.731,63,49,48,48,15,1
2026-04-14 11:39:44.260,59,56,48,48,11,8
2026-04-14 11:39:44.902,6,26,48,48,-42,-22
2026-04-14 11:39:45.728,13,46,48,48,-35,-2
2026-04-14 11:39:46.347,26,42,48,48,-22,-6
