2026-04-14 11:49:35.680,111,21,111,22,0,-1
2026-04-14 11:49:36.447,96,51,64,51,32,0
2026-04-14 11:49:37.429,120,99,119,68,1,31
2026-04-14 11:49:38.318,34,102,34,70,0,32
2026-04-14 11:49:40.589,69,91,68,59,1,32
2026-04-14 11:49:41.649,58,76,57,76,1,0
2026-04-14 11:49:42.951,99,112,68,80,31,32
2026-04-14 11:49:43.759,77,102,77,70,0,32
2026-04-14 11:49:44.886,73,99,74,68,-1,31
2026-04-14 11:49:45.945,122,35,89,35,33,0
2026-04-14 11:49:46.777,43,102,43,71,0,31
2026-04-14 11:49:47.683,53,45,53,45,0,0
2026-04-14 11:49:48.593,60,95,59,62,1,33
2026-04-14 11:49:49.437,17,46,17,46,0,0
2026-04-14 11:49:50.382,59,14,58,46,1,-32
