2026-04-14 10:54:48.112,17,11,9,9,8,2
2026-04-14 10:54:48.777,58,17,9,11,49,6
2026-04-14 10:54:49.247,40,54,58,53,-18,1
2026-04-14 10:54:49.673,6,12,7,8,-1,4
2026-04-14 10:54:50.289,20,6,9,9,11,-3
2026-04-14 10:54:50.751,32,11,7,8,25,3
2026-04-14 10:54:51.224,10,17,9,9,1,8
2026-04-14 10:54:51.698,30,21,11,13,19,8
2026-04-14 10:54:52.098,27,53,58,53,-31,0
2026-04-14 10:54:52.564,52,56,58,55,-6,1
2026-04-14 10:54:53.042,21,29,58,12,-37,17
2026-04-14 10:54:54.095,6,18,9,9,-3,9
2026-04-14 10:54:54.681,14,44,58,26,-44,18
2026-04-14 10:54:55.120,34,58,11,57,23,1
2026-04-14 10:54:55.630,19,40,58,19,-39,21
