2026-04-14 10:51:49.019,51,58,51,60,0,-2
2026-04-14 10:51:59.566,45,36,45,36,0,0
2026-04-14 10:52:10.178,55,25,56,25,-1,0
2026-04-14 10:52:21.225,43,33,43,34,0,-1
2026-04-14 10:52:32.435,54,8,54,8,0,0
2026-04-14 10:52:44.743,58,36,59,37,-1,-1
2026-04-14 10:52:47.176,30,23,30,23,0,0
2026-04-14 10:52:58.629,38,21,39,22,-1,-1
2026-04-14 10:53:10.736,20,52,20,52,0,0
2026-04-14 10:53:20.695,19,10,19,10,0,0
2026-04-14 10:53:31.609,6,45,7,45,-1,0
2026-04-14 10:53:34.104,15,22,24,35,-9,-13
2026-04-14 10:53:51.012,21,30,21,30,0,0
2026-04-14 10:54:02.858,11,38,11,39,0,-1
2026-04-14 10:54:14.008,35,47,35,47,0,0
