2026-04-14 11:49:11.330,20,86,64,64,-44,22
2026-04-14 11:49:11.999,58,6,64,64,-6,-58
2026-04-14 11:49:12.735,104,25,64,64,40,-39
2026-04-14 11:49:13.330,96,70,64,64,32,6
2026-04-14 11:49:13.978,122,18,64,64,58,-46
2026-04-14 11:49:14.534,88,42,64,64,24,-22
2026-04-14 11:49:15.148,52,42,64,64,-12,-22
2026-04-14 11:49:15.736,29,42,64,64,-35,-22
2026-04-14 11:49:16.733,110,34,64,64,46,-30
2026-04-14 11:49:17.310,58,38,64,64,-6,-26
2026-04-14 11:49:17.877,98,36,64,64,34,-28
2026-04-14 11:49:21.094,65,64,64,64,1,0
2026-04-14 11:49:25.913,75,9,64,64,11,-55
2026-04-14 11:49:34.601,122,22,64,64,58,-42
