2026-04-14 11:19:59.615,6,55,14,50,-8,5
2026-04-14 11:20:00.667,6,66,11,62,-5,4
2026-04-14 11:20:02.124,66,66,37,55,29,11
2026-04-14 11:20:03.404,59,61,37,46,22,15
2026-04-14 11:20:04.627,38,29,37,35,1,-6
2026-04-14 11:20:05.909,51,29,41,33,10,-4
2026-04-14 11:20:07.271,29,21,37,22,-8,-1
2026-04-14 11:20:08.255,32,23,37,22,-5,1
2026-04-14 11:20:09.684,32,32,37,37,-5,-5
2026-04-14 11:20:10.953,33,46,37,45,-4,1
2026-04-14 11:20:12.147,30,22,29,19,1,3
2026-04-14 11:20:13.225,59,6,55,11,4,-5
2026-04-14 11:20:15.555,30,23,37,22,-7,1
2026-04-14 11:20:16.974,23,53,29,47,-6,6
2026-04-14 11:20:24.530,47,47,37,37,10,10
