2026-04-14 10:50:25.613,37,57,32,45,5,12
2026-04-14 10:50:27.121,6,16,8,8,-2,8
2026-04-14 10:50:28.587,6,6,8,8,-2,-2
2026-04-14 10:50:30.270,13,41,20,37,-7,4
2026-04-14 10:50:32.496,55,58,45,46,10,12
2026-04-14 10:50:33.942,6,45,14,43,-8,2
2026-04-14 10:50:35.251,57,18,51,17,6,1
2026-04-14 10:50:37.197,37,40,30,35,7,5
2026-04-14 10:50:39.219,43,30,33,27,10,3
2026-04-14 10:50:41.309,24,6,30,11,-6,-5
2026-04-14 10:50:42.709,42,15,36,19,6,-4
2026-04-14 10:50:44.191,34,40,33,35,1,5
2026-04-14 10:50:48.281,58,47,37,37,21,10
2026-04-14 10:50:49.430,58,58,34,40,24,18
2026-04-14 10:50:50.557,19,36,22,30,-3,6
