2026-04-17 19:26:07.633,50,6,49,7,1,-1
2026-04-17 19:26:09.464,60,56,49,59,11,-3
2026-04-17 19:26:10.797,89,29,74,28,15,1
2026-04-17 19:26:12.235,35,45,38,50,-3,-5
2026-04-17 19:26:13.489,33,6,16,8,17,-2
2026-04-17 19:26:14.755,9,24,12,18,-3,6
2026-04-17 19:26:16.051,74,6,75,11,-1,-5
2026-04-17 19:26:17.431,90,32,66,35,24,-3
2026-04-17 19:26:19.089,24,30,19,33,5,-3
2026-04-17 19:26:20.349,26,90,12,84,14,6
2026-04-17 19:26:21.757,14,16,9,12,5,4
2026-04-17 19:26:23.252,46,13,49,13,-3,0
2026-04-17 19:26:24.943,53,6,48,16,5,-10
2026-04-17 19:26:26.307,64,65,58,63,6,2
2026-04-17 19:26:27.588,35,6,14,10,21,-4
