2026-04-14 11:20:43.099,32,55,32,23,0,32
2026-04-14 11:20:44.323,21,50,20,50,1,0
2026-04-14 11:20:45.666,24,48,23,48,1,0
2026-04-14 11:20:46.826,22,27,21,27,1,0
2026-04-14 11:20:47.885,39,42,39,42,0,0
2026-04-14 11:20:48.776,34,35,34,35,0,0
2026-04-14 11:20:49.603,22,6,21,38,1,-32
2026-04-14 11:20:50.523,6,20,7,20,-1,0
2026-04-14 11:20:52.479,40,6,39,6,1,0
2026-04-14 11:20:53.358,7,33,8,34,-1,-1
2026-04-14 11:20:56.446,58,6,25,6,33,0
2026-04-14 11:20:57.358,19,64,18,32,1,32
2026-04-14 11:20:58.511,34,66,33,34,1,32
2026-04-14 11:20:59.424,41,29,40,29,1,0
2026-04-14 11:21:00.366,19,61,13,29,6,32
