2026-04-14 10:56:30.045,6,18,7,18,-1,0
2026-04-14 10:56:32.489,32,25,32,25,0,0
2026-04-14 10:56:34.597,16,58,16,57,0,1
2026-04-14 10:56:35.933,9,8,31,31,-22,-23
2026-04-14 10:56:36.793,49,11,18,11,31,0
2026-04-14 10:56:37.674,20,6,20,38,0,-32
2026-04-14 10:56:38.994,40,58,39,57,1,1
2026-04-14 10:56:40.153,6,41,7,40,-1,1
2026-04-14 10:56:41.018,42,58,42,26,0,32
2026-04-14 10:56:42.156,53,58,17,25,36,33
2026-04-14 10:56:43.335,58,58,58,58,0,0
2026-04-14 10:56:44.343,58,6,22,6,36,0
2026-04-14 10:56:46.668,58,58,57,58,1,0
2026-04-14 10:56:47.666,56,7,56,39,0,-32
2026-04-14 10:56:48.884,20,40,20,40,0,0
