2026-04-16 16:25:39.175,143,96,111,96,32,0
2026-04-16 16:25:51.564,86,9,85,9,1,0
2026-04-16 16:25:55.293,74,94,75,62,-1,32
2026-04-16 16:25:56.652,50,86,50,86,0,0
2026-04-16 16:25:57.642,58,114,58,82,0,32
2026-04-16 16:25:58.619,87,33,86,65,1,-32
2026-04-16 16:26:01.044,94,21,62,21,32,0
2026-04-16 16:26:02.255,113,102,113,70,0,32
2026-04-16 16:26:03.282,8,103,9,72,-1,31
2026-04-16 16:26:04.390,152,72,151,72,1,0
2026-04-16 16:26:05.496,125,124,125,92,0,32
2026-04-16 16:26:08.220,56,58,56,58,0,0
2026-04-16 16:26:09.532,133,11,134,11,-1,0
2026-04-16 16:26:10.463,110,95,110,95,0,0
2026-04-16 16:26:12.021,6,39,7,40,-1,-1
