2026-04-17 19:26:28.908,69,74,64,67,5,7
2026-04-17 19:26:30.047,91,89,87,87,4,2
2026-04-17 19:26:31.621,39,33,38,45,1,-12
2026-04-17 19:26:33.144,19,110,14,103,5,7
2026-04-17 19:26:34.518,76,35,67,31,9,4
2026-04-17 19:26:35.633,57,68,56,69,1,-1
2026-04-17 19:26:40.375,122,79,111,68,11,11
2026-04-17 19:26:41.912,42,47,43,57,-1,-10
2026-04-17 19:26:43.265,122,62,113,64,9,-2
2026-04-17 19:26:44.659,75,7,65,10,10,-3
2026-04-17 19:26:46.100,112,108,110,96,2,12
2026-04-17 19:26:47.488,85,15,77,13,8,2
2026-04-17 19:26:48.776,22,60,21,64,1,-4
2026-04-17 19:26:50.152,111,55,99,59,12,-4
2026-04-17 19:26:51.361,63,122,64,121,-1,1
