2026-04-14 11:48:44.925,31,72,30,79,1,-7
2026-04-14 11:48:46.323,69,68,64,70,5,-2
2026-04-14 11:48:47.699,59,22,57,22,2,0
2026-04-14 11:48:48.736,113,24,113,18,0,6
2026-04-14 11:48:50.142,45,64,52,64,-7,0
2026-04-14 11:48:52.252,28,8,22,10,6,-2
2026-04-14 11:48:53.487,43,96,52,91,-9,5
2026-04-14 11:48:54.508,48,119,52,111,-4,8
2026-04-14 11:48:55.841,122,61,107,70,15,-9
2026-04-14 11:48:57.143,119,76,107,74,12,2
2026-04-14 11:48:58.554,51,108,52,107,-1,1
2026-04-14 11:48:59.914,37,77,52,78,-15,-1
2026-04-14 11:49:01.475,61,16,64,17,-3,-1
2026-04-14 11:49:02.672,113,99,101,98,12,1
2026-04-14 11:49:03.613,94,63,91,54,3,9
